#Direct.	Language	English Name	Native Name	Script	Default Region	№ Locales	Target Level	≟	Computed Level	ICU	Confirmed	🄼%	ⓜ%	ⓑ%	ⓒ%	Missing Features
common	tzm	Central Atlas Tamazight	Tamaziɣt n laṭlaṣ	Latn	MA	1		 ≡		ICU	0.951417004048583	0.11231076164769394	0.27237136465324385	0.5945945945945946	1.0	
common	dav	Taita	Kitaita	Latn	KE	1		 ≡		ICU	0.9753593429158111	0.12832093517534537	0.3173884938590821	0.589041095890411	1.0	
common	ebu	Embu	Kĩembu	Latn	KE	1		 ≡		ICU	0.9753593429158111	0.12832093517534537	0.3173884938590821	0.589041095890411	1.0	
common	bez	Bena	Hibena	Latn	TZ	1		 ≡		ICU	0.952	0.1163321716139887	0.28805620608899296	0.589041095890411	1.0	
common	asa	Asu	Kipare	Latn	TZ	1		 ≡		ICU	0.9518072289156626	0.11585146016103834	0.28688524590163933	0.589041095890411	1.0	
common	bem	Bemba	Ichibemba	Latn	ZM	1		 ≡		ICU	0.8829268292682927	0.045427232303809635	0.11533957845433256	0.589041095890411	1.0	
common	vai	Vai	ꕙꔤ	Vaii	LR	1		 ≡		ICU	0.9758551307847082	0.11782945736434108	0.25442589782498737	0.5789473684210527	1.0	
common	luy	Luyia	Luluhia	Latn	KE	1		 ≡		ICU	0.9752066115702479	0.12745879851143008	0.315210355987055	0.5753424657534246	1.0	
common	mas	Masai	Maa	Latn	KE	2		 ≡		ICU	0.9506172839506173	0.1129012865215823	0.27960140679953105	0.5753424657534246	1.0	
common	kde	Makonde	Chimakonde	Latn	TZ	1		 ≡		ICU	0.9752577319587629	0.12759170653907495	0.315210355987055	0.5616438356164384	1.0	
common	guz	Gusii	Ekegusii	Latn	KE	1		 ≡		ICU	0.9752066115702479	0.12732589048378523	0.3145631067961165	0.5616438356164384	1.0	
common	kam	Kamba	Kikamba	Latn	KE	1		 ≡		ICU	0.9752066115702479	0.12732589048378523	0.3145631067961165	0.5616438356164384	1.0	
common	kln	Kalenjin	Kalenjin	Latn	KE	1		 ≡		ICU	0.9752066115702479	0.12732589048378523	0.3145631067961165	0.5616438356164384	1.0	
common	ki	Kikuyu	Gikuyu	Latn	KE	1		 ≡		ICU	0.9751552795031055	0.12706007442849548	0.313915857605178	0.5616438356164384	1.0	
common	luo	Luo	Dholuo	Latn	KE	1		 ≡		ICU	0.9751552795031055	0.12706007442849548	0.313915857605178	0.5616438356164384	1.0	
common	mer	Meru	Kĩmĩrũ	Latn	KE	1		 ≡		ICU	0.975	0.12626262626262627	0.3119741100323625	0.5616438356164384	1.0	
common	sg	Sango	Sängö	Latn	CF	1		 ≡		ICU	0.9729166666666667	0.1259298618490967	0.31092436974789917	0.5616438356164384	1.0	
common	rof	Rombo	Kihorombo	Latn	TZ	1		 ≡		ICU	0.9516129032258065	0.11518576409763136	0.28487690504103164	0.5616438356164384	1.0	
common	saq	Samburu	Kisampur	Latn	KE	1		 ≡		ICU	0.9516129032258065	0.11518576409763136	0.28487690504103164	0.5616438356164384	1.0	
common	teo	Teso	Kiteso	Latn	UG	2		 ≡		ICU	0.9516129032258065	0.11518576409763136	0.28487690504103164	0.5616438356164384	1.0	
common	jmc	Machame	Kimachame	Latn	TZ	1		 ≡		ICU	0.9515151515151515	0.11494529277383672	0.2842907385697538	0.5616438356164384	1.0	
common	ksb	Shambala	Kishambaa	Latn	TZ	1		 ≡		ICU	0.9515151515151515	0.11494529277383672	0.2842907385697538	0.5616438356164384	1.0	
common	rwk	Rwa	Kiruwa	Latn	TZ	1		 ≡		ICU	0.9515151515151515	0.11494529277383672	0.2842907385697538	0.5616438356164384	1.0	
common	vun	Vunjo	Kyivunjo	Latn	TZ	1		 ≡		ICU	0.9515151515151515	0.11494529277383672	0.2842907385697538	0.5616438356164384	1.0	
common	xog	Soga	Olusoga	Latn	UG	1		 ≡		ICU	0.951417004048583	0.11470482145004209	0.283704572098476	0.5616438356164384	1.0	
common	ff	Fulah	Pulaar	Latn	SN	12		 ≡		ICU	0.9515151515151515	0.11483483483483484	0.28362573099415206	0.5616438356164384	1.0	
common	cgg	Chiga	Rukiga	Latn	UG	1		 ≡		ICU	0.9512195121951219	0.11416897007571206	0.2822014051522248	0.5616438356164384	1.0	
common	naq	Nama	Khoekhoegowab	Latn	NA	1		 ≡		ICU	0.9291338582677166	0.10515916575192097	0.26031065881092663	0.5616438356164384	1.0	
common	mgh	Makhuwa-Meetto	Makua	Latn	MZ	1		 ≡		ICU	0.9640718562874252	0.08747673491092794	0.21761658031088082	0.5616438356164384	1.0	
common	ses	Koyraboro Senni	Koyraboro senni	Latn	ML	1		 ≡		ICU	0.975	0.12599575146043548	0.3105229180116204	0.547945205479452	1.0	
common	khq	Koyra Chiini	Koyra ciini	Latn	ML	1		 ≡		ICU	0.9749478079331941	0.1257302177376527	0.3098773402194964	0.547945205479452	1.0	
common	nd	North Ndebele	isiNdebele	Latn	ZW	1		 ≡		ICU	0.9511201629327902	0.11386317181676085	0.2813599062133646	0.547945205479452	1.0	
common	seh	Sena	sena	Latn	MZ	1		 ≡		ICU	0.9504132231404959	0.11201824948973466	0.276285046728972	0.547945205479452	1.0	
common	lag	Langi	Kɨlaangi	Latn	TZ	1		 ≡		ICU	0.9289940828402367	0.10482985729967069	0.2592394215318693	0.547945205479452	1.0	
common	kab	Kabyle	Taqbaylit	Latn	DZ	1		 ≡		ICU	0.11994140267350302	0.12032537502641032	0.2222222222222222	0.5466666666666666	1.0	
common	kkj	Kako	kakɔ	Latn	CM	1		 ≡		ICU	0.8659217877094972	0.04214328717639976	0.1146384479717813	0.5466666666666666	1.0	
common	bo	Tibetan	བོད་སྐད་	Tibt	CN	2		 ≡		ICU	0.4233576642335766	0.04598112982204706	0.10705225773718924	0.5394736842105263	1.0	
common	lg	Ganda	Luganda	Latn	UG	1		 ≡		ICU	0.9512195121951219	0.11398340747865816	0.2813599062133646	0.5342465753424658	1.0	
common	nyn	Nyankole	Runyankore	Latn	UG	1		 ≡		ICU	0.9512195121951219	0.11398340747865816	0.2813599062133646	0.5342465753424658	1.0	
common	shi_Latn	Tachelhit (Latin)	Tashelḥiyt (Latn)	Latn	MA	1		 ≡		ICU	0.926829268292683	0.1013476498301742	0.25040042712226374	0.5333333333333333	1.0	
common	shi	Tachelhit	ⵜⴰⵛⵍⵃⵉⵜ	Tfng	MA	1		 ≡		ICU	0.9266802443991853	0.0926130099228225	0.2040905134899913	0.5333333333333333	1.0	
common	bm	Bambara	bamanakan	Latn	ML	1		 ≡		ICU	0.9748953974895398	0.12511609393657955	0.3073453608247423	0.5135135135135135	1.0	
common	mfe	Morisyen	kreol morisien	Latn	MU	1		 ≡		ICU	0.9747368421052631	0.12426978226234732	0.3053582956746288	0.5068493150684932	1.0	
common	kl	Kalaallisut	kalaallisut	Latn	GL	1		 ≡		ICU	0.642405932436144	0.2904506187251926	0.08617698091382302	0.49333333333333335	1.0	
common	uz_Arab	Uzbek (Arabic)	‫اوزبیک (عربی)‬	Arab	AF	0		 ≡		ICU	0.5963302752293578	0.017276099629040805	0.043516873889875664	0.4805194805194805	1.0	
common	pa_Arab	Punjabi (Arabic)	‫پنجابی (عربی)‬	Arab	PK	0		 ≡		ICU	0.9899117276166457	0.26595515308322554	0.05130554283096656	0.47368421052631576	1.0	
common	eo	Esperanto	esperanto	Latn	001	1		 ≡		ICU	0.3676222596964587	0.09494348602022605	0.21169590643274855	0.4666666666666667	1.0	
common	gv	Manx	Gaelg	Latn	IM	1		 ≡		ICU	0.45864661654135336	0.01442934276671011	0.043119266055045874	0.4657534246575342	1.0	
common	vai_Latn	Vai (Latin)	Vai (Latn)	Latn	LR	1		 ≡		ICU	0.9714285714285714	0.10938537103411655	0.268214055448098	0.4605263157894737	1.0	
common	kw	Cornish	kernewek	Latn	GB	1		 ≡		ICU	0.45161290322580644	0.01250760010423	0.037574722459436376	0.4520547945205479	1.0	
seed	ms_Arab	Malay (Arabic)	‫بهاس ملايو (عرب)‬	Arab	MY	2		 ≡			0.5684754521963824	0.05172013017201302	0.10786193672099713	0.4473684210526316	1.0	
common	lkt	Lakota	Lakȟólʼiyapi	Latn	US	1		 ≡		ICU	0.8453947368421053	0.05107062109323048	0.08268229166666667	0.4383561643835616	1.0	
seed	osa	Osage	𐓏𐓘𐓻𐓘𐓻𐓟	Osge	US	1		 ≡			0.6491228070175439	0.020576623998085894	0.04994903160040775	0.4246575342465753	1.0	
seed	mus	Muscogee	Mvskoke	Latn	US	1		 ≡			0.5465116279069767	0.015718662581590517	0.046223958333333336	0.4246575342465753	1.0	
seed	cic	Chickasaw	Chikashshanompaʼ	Latn	US	1		 ≡			0.4657534246575342	0.012255228453443453	0.037760416666666664	0.4246575342465753	1.0	
seed	cad	Caddo	Caddo	Latn	US	1		 ≡			0.43283582089552236	0.011189556414013587	0.035807291666666664	0.410958904109589	1.0	
seed	gn	Guarani	avañe’ẽ	Latn	PY	1		 ≡			0.3466666666666667	0.010789929399227387	0.035807291666666664	0.410958904109589	1.0	
seed	bss	Akoose	Akoose	Latn	CM	1		 ≡			1.0	0.01503859462336971	0.044184535412605586	0.3561643835616438	1.0	
seed	bgn	Western Balochi	‫بلوچی [رخشانی]‬	Arab	PK	5		 ≡			1.0	0.1081306628516929	0.15193089430894308	0.3333333333333333	1.0	
seed	lij	Ligurian	ligure	Latn	IT	1		 ≡			1.0	0.012649164677804296	0.037399309551208286	0.3333333333333333	1.0	
seed	az_Arab	Azerbaijani (Arabic)	‫تۆرکجه‬	Arab	IR	0		 ≡			1.0	0.023597883597883597	0.03535130357931949	0.32051282051282054	1.0	
seed	bal_Latn	Baluchi (Latin)	Balóchi	Latn	PK	1		 ≡			0.08015267175572519	0.007569386038687973	0.02456140350877193	0.29333333333333333	1.0	
seed	ss	Swati	siSwati	Latn	ZA	2		 ≡			0.2631578947368421	0.005662650602409639	0.01885680612846199	0.2465753424657534	1.0	
seed	tpi	Tok Pisin	tpi	Latn	PG	1		 ≡			0.42424242424242425	0.013320900492873319	0.037760416666666664	0.2328767123287671	1.0	
seed	sdh	Southern Kurdish	‫کوردی خوارگ‬	Arab	IR	2		 ≡			1.0	0.00665140115581725	0.01780693533270853	0.22666666666666666	1.0	
seed	nr	South Ndebele	isiNdebele	Latn	ZA	1		 ≡			0.22413793103448276	0.004939759036144578	0.016499705362404242	0.2191780821917808	1.0	
seed	ve	Venda	Tshivenḓa	Latn	ZA	1		 ≡			0.203125	0.004939759036144578	0.016499705362404242	0.2191780821917808	1.0	
seed	iu	Inuktitut	ᐃᓄᒃᑎᑐᑦ	Cans	CA	1		 ≡			0.6989247311827957	0.01465569162818711	0.03532490187527257	0.21621621621621623	1.0	
seed	bal	Baluchi	‫بلۆچی‬	Arab	PK	1		 ≡			0.06589147286821706	0.0053435114503816794	0.015002344116268168	0.21621621621621623	1.0	
seed	mni_Mtei	Manipuri (Meitei Mayek)	ꯃꯤꯇꯩꯂꯣꯟ (ꯃꯤꯇꯩ ꯃꯌꯦꯛ)	Mtei	IN	1		 ≡			0.6	0.0046645138141370645	0.013740458015267175	0.20270270270270271	1.0	
seed	sat_Deva	Santali (Devanagari)	सानताड़ी (देवानागारी)	Deva	IN	1		 ≡			0.6521739130434783	0.004322911430582085	0.012248468941382326	0.20270270270270271	1.0	
seed	mn_Mong	Mongolian (Mongolian)	mn (Mong)	Mong	CN	0		 ≡			1.0	0.01018749322640078	0.02497687326549491	0.2	1.0	
seed	szl	Silesian	ślōnski	Latn	PL	1		 ≡			0.005506607929515419	0.004940014114326041	0.01347305389221557	0.17333333333333334	1.0	
seed	nqo	N’Ko	‫ߒߞߏ‬	Nkoo	GN	1		 ≡			0.009861932938856016	0.003921102661596958	0.011639676113360324	0.17333333333333334	1.0	
seed	wbp	Warlpiri	Warlpiri	Latn	AU	1		 ≡			1.0	0.003596643133075796	0.012369791666666666	0.1643835616438356	1.0	
seed	la	Latin	Latina	Latn	VA	1		 ≡			0.013784461152882205	0.004195070791819612	0.0136275146009085	0.16	1.0	
seed	byn	Blin	ብሊን	Ethi	ER	1		 ≡			0.03216374269005848	0.003944065973467192	0.011178861788617886	0.16	1.0	
seed	wal	Wolaytta	ወላይታቱ	Ethi	ET	1		 ≡			0.043478260869565216	0.0037050316720449385	0.010670731707317074	0.16	1.0	
seed	tig	Tigre	ትግረ	Ethi	ER	1		 ≡			0.03206997084548105	0.0036026200873362445	0.010333489901362142	0.16	1.0	
seed	bm_Nkoo	Bambara (N’Ko)	bm (Nkoo)	Nkoo	ML	1		 ≡			0.14516129032258066	0.003574407244132015	0.01060070671378092	0.15789473684210525	1.0	
seed	rhg	Rohingya	‫𐴌𐴗𐴥𐴝𐴙𐴚𐴒𐴙𐴝‬	Rohg	MM	2		 ≡			1.0	0.04103852596314908	0.045361875637105	0.1506849315068493	1.0	
seed	kpe	Kpelle	Kpɛlɛɛ	Latn	LR	2		 ≡			1.0	0.004262688157719462	0.013671875	0.1506849315068493	1.0	
seed	moh	Mohawk	Kanienʼkéha	Latn	CA	1		 ≡			1.0	0.004262688157719462	0.013671875	0.1506849315068493	1.0	
seed	ny	Nyanja	Nyanja	Latn	MW	1		 ≡			0.23529411764705882	0.0040968791420653095	0.01296405421331762	0.1506849315068493	1.0	
seed	kaj	Jju	Kaje	Latn	NG	1		 ≡			0.1791044776119403	0.004096385542168675	0.01296405421331762	0.1506849315068493	1.0	
seed	kcg	Tyap	Katab	Latn	NG	1		 ≡			0.19047619047619047	0.004096385542168675	0.01296405421331762	0.1506849315068493	1.0	
seed	quc	Kʼicheʼ	Kʼicheʼ	Latn	GT	1		 ≡			1.0	0.3063807113360863	0.01171875	0.1506849315068493	1.0	
seed	arn	Mapuche	Mapudungun	Latn	CL	1		 ≡			1.0	0.0031970161182895964	0.011067708333333334	0.1506849315068493	1.0	
seed	trv	Taroko	patas Taroko	Latn	TW	1		 ≡			0.05303030303030303	0.004106504172738111	0.010918432883750802	0.1506849315068493	1.0	
seed	wa	Walloon	walon	Latn	BE	1		 ≡			1.0	0.0031325301204819275	0.01060695344725987	0.1506849315068493	1.0	
seed	sma	Southern Sami	Åarjelsaemien gïele	Latn	SE	2		 ≡			1.0	0.0028593423512592105	0.00968783638320775	0.1506849315068493	1.0	
seed	smj	Lule Sami	julevsámegiella	Latn	SE	2		 ≡			1.0	0.0028593423512592105	0.00968783638320775	0.1506849315068493	1.0	
seed	ab	Abkhazian	Аԥсшәа	Cyrl	GE	1		 ≡			1.0	0.0028718439631446693	0.008669046404895462	0.1506849315068493	1.0	
seed	ba	Bashkir	башҡорт теле	Cyrl	RU	1		 ≡			1.0	0.0028718439631446693	0.008669046404895462	0.1506849315068493	1.0	
seed	cv	Chuvash	Чӑвашла	Cyrl	RU	1		 ≡			1.0	0.0028718439631446693	0.008669046404895462	0.1506849315068493	1.0	
seed	cu	Church Slavic	церковнослове́нскїй	Cyrl	RU	1		 ≡			0.017738359201773836	0.0031033659584626403	0.009127789046653144	0.14864864864864866	1.0	
seed	dv	Divehi	‫ދިވެހިބަސް‬	Thaa	MV	1		 ≡			0.391304347826087	0.00305877212147695	0.008941176470588235	0.14864864864864866	1.0	
seed	scn	Sicilian	sicilianu	Latn	IT	1		 ≡			0.022900763358778626	0.0033500837520938024	0.011001737116386797	0.14666666666666667	1.0	
seed	an	Aragonese	aragonés	Latn	ES	1		 ≡			0.008204193254329991	0.0033337302059769022	0.010919540229885057	0.14666666666666667	1.0	
seed	co	Corsican	corsu	Latn	FR	1		 ≡			0.014767932489451477	0.0031804929764113437	0.010918432883750802	0.14666666666666667	1.0	
seed	ha_Arab	Hausa (Arabic)	ha (Arab)	Arab	NG	2		 ≡			0.17543859649122806	0.003277255844439589	0.00940733772342427	0.14666666666666667	1.0	
seed	trw	Torwali	‫توروالی‬	Arab	PK	1		 ≡			0.002599090318388564	0.0030257186081694403	0.00897308075772682	0.14666666666666667	1.0	
seed	gaa	Ga	Gã	Latn	GH	1		 ≡			0.0048951048951048955	0.00288912964969303	0.008831168831168832	0.14666666666666667	1.0	
seed	myv	Erzya	эрзянь кель	Cyrl	RU	1		 ≡			0.030837004405286344	0.002869783570489059	0.008651399491094147	0.14666666666666667	1.0	
seed	cch	Atsam	cch	Latn	NG	1		 ≡			0.16393442622950818	0.003864605543710021	0.012385919165580182	0.1388888888888889	1.0	
seed	ssy	Saho	ssy	Latn	ER	1		 ≡			0.10112359550561797	0.003254188260817163	0.010619469026548672	0.1388888888888889	1.0	
seed	sms	Skolt Sami	sms	Latn	FI	1		 ≡			0.042682926829268296	0.00253025302530253	0.008620689655172414	0.1388888888888889	1.0	
seed	aa	Afar	Qafar	Latn	ET	3		 ≡			0.11363636363636363	0.003863061142933262	0.012369791666666666	0.136986301369863	1.0	
seed	nv	Navajo	nv	Latn	US	1		 ≡			1.0	0.0027973891035033968	0.009765625	0.136986301369863	1.0	
seed	sid	Sidamo	Sidaamu Afo	Latn	ET	1		 ≡			0.12244897959183673	0.0027973891035033968	0.009765625	0.136986301369863	1.0	
seed	iu_Latn	Inuktitut (Latin)	iu (Latn)	Latn	CA	1		 ≡			1.0	0.0025294182338062247	0.008611410118406888	0.136986301369863	1.0	
common	nds	Low German	Neddersass’sch	Latn	DE	2		 ≡			0.012345679012345678	0.003946329913180742	0.01020408163265306	0.13333333333333333	1.0	
seed	oc	Occitan	occitan	Latn	FR	1		 ≡			0.007870142646335464	0.0040254512400986885	0.009422110552763818	0.13333333333333333	1.0	
seed	en_Shaw	English (Shavian)	en (Shaw)	Shaw	GB	0		 ≡			0.970873786407767	0.023433520122261846	0.052104208416833664	0.2	0.8	ⓒ default_content
seed	hnj	Hmong Njua	𞄀𞄄𞄰𞄩𞄍𞄜𞄰	Hmnp	US	1		 ≡			1.0	0.005022721836881129	0.013231552162849873	0.14864864864864866	0.8	ⓒ country_data
seed	jbo	Lojban	la .lojban.	Latn	001	1		 ≡			0.6363636363636364	0.00293059810843213	0.009765625	0.1232876712328767	0.8	ⓒ country_data
seed	io	Ido	Ido	Latn	001	1		 ≡			1.0	0.002650602409638554	0.00883912787271656	0.1232876712328767	0.8	ⓒ country_data
seed	blt	Tai Dam	ꪼꪕꪒꪾ	Tavt	VN	1		 ≡			1.0	0.002512262232324441	0.00764525993883792	0.1232876712328767	0.8	ⓒ country_data
seed	prg	Prussian	prūsiskan	Latn	001	1		 ≡			0.015209125475285171	0.0026238110856018366	0.008556149732620321	0.12	0.8	ⓒ country_data
seed	ken	Kenyang	ken	Latn	CM	1		 ≡			1.0	0.00226545842217484	0.007822685788787484	0.1111111111111111	0.8	ⓒ country_data
seed	vo	Volapük	Volapük	Latn	001	1		 ≡			0.02843601895734597	0.002284752284752285	0.007629107981220657	0.1095890410958904	0.8	ⓒ country_data
seed	gez	Geez	ግዕዝኛ	Ethi	ET	2		 ≡			0.018808777429467086	0.0022735431374895296	0.006629270780214177	0.1095890410958904	0.8	ⓒ country_data
